start	text
3200600	вовсе не раздвоенные,
3201820	то,
3202040	что у них есть,
3203220	больше похоже на конские копыта.
3204940	Если не считать того,
3206300	что они не черные и блестящие,
3208440	а того же цвета,
3209460	что и их шкура.
3211000	И, кстати,
3211940	говоря о шкуре у троих из них,
3213700	цвет меха такой,
3214780	что напрочь не вяжется
3215840	с нашими понятиями
3216880	о животном мире.
3218720	Но опять же,
3220120	это инопланетяне,
3221580	так что кто их знает?
3223720	Черт,
3224580	я наблюдал,
3225260	как эти существа
3226000	снимали свои скафандры
3227320	со всеми этими герморазъемами
3229100	и километрами молний скафандры,
3231420	кстати,
3231820	далеко не такие совершенные
3233120	по конструкции,
3234080	как у меня,
3234799	и все это без помощи от меня
3236259	или друг друга.
3237759	Ни тебе больших пальцев,
3239359	ни просто пальцев
3240240	и без проблем.
3242100	Я до сих пор не понимаю,
3243460	как, черт возьми,
3244759	они это сделали.
3246460	Каким-то образом
3247100	они могут просто взяться
3248240	за молнию копытом
3249400	и потянуть ее.
3251000	Видимо,
3251460	потому что пришельцы.
3253799	Что-то мне подсказывает,
3255080	Аэт,
3255540	что я буду часто говорить,
3257080	потому что пришельцы.
3259160	Первая из этих маленьких
3260359	инопланетных лошадок розовая.
3262680	Розовая,
3263560	словно домик для Барби
3264700	вашей младшей сестренки.
3266879	У нее блондинистые грива
3268180	и хвост.
3269419	Она самая дружелюбная
3270560	из всей ватаги.
3272500	Кроме того,
3273240	именно она сделала
3274240	большую часть рисунков
3275459	во время наших попыток общения.
3278240	Каждый раз,
3278899	когда пришельцы обсуждали что-то
3280540	или спорили,
3281779	за ней было последнее слово,
3283859	так что я предполагаю,
3285040	что она их лидер,
3286080	их эквивалент,
3286840	командора Льюис.
3288500	У нее на заднице есть
3289680	что-то вроде логотипа.
3291580	Я не хочу слишком пристально
3292900	его изучать,
3294100	чтобы не нарваться
3294900	на первый межпланетный иск
3296300	о сексуальных домогательствах,
3298160	но он вроде как похож
3299460	на гроздь вишен.
3301320	Но, Марк,
3302340	конечно же, скажете вы,
3304100	это же инопланетяне.
3306080	Биосфера их планеты
3307140	должна быть совершенно
3308160	отличной от биосферы Земли.
3310540	Как у нее может быть
3311420	изображение вишни на заднице?
3314100	На что я вам отвечу?
3315220	Просто они выглядят как вишни,
3317799	поэтому так я и буду ее называть.
3319980	Вишней.
3321399	Потом есть вторая та,
3323100	которая так горячилась,
3324580	когда мне нарисовали дым,
3325779	валящий из космического корабля.
3328560	У этой есть рог,
3330000	прямо как у единорога,
3331799	и это, как я предполагаю,
3333700	должно означать,
3334680	что она принадлежит
3335660	к другому биологическому виду.
3338080	Но я могу ошибаться.
3340520	Может быть, у них эти рога
3341800	отваливаются, как у оленей,
3343980	или, может быть, она
3344940	генно-модифицированная
3346560	убер-что-то там.
3348420	А может, это сексуальная игрушка,
3350260	которую она зачем-то решила
3351520	вживить себе в лоб.
3353400	Но я остановлюсь на варианте,
3355360	что это рог единорога,
3357060	потому что ее логотип
3358220	совсем не вишня,
3359280	а и взаправду
3360080	некая абстрактная звездочка
3361620	и волнистая линия,
3363260	навевающая мысли о магии.
3365620	Так что пока я зову ее магика.
3368320	Кроме того,
3369400	помимо рога у магики,
3371240	шерсть этого бледно-фиолетового оттенка,
3374020	название которого я не знаю.
3376520	Ее грива и хвост
3377560	темно-фиолетовые,
3378900	с прожилками вроде бирюзового
3380540	или какого-то подобного цвета,
3382700	я тоже не знаю,
3383740	какого именно.
3385180	Она все время выглядит уставшей,
3387220	а другие пришельцы
3388160	немного беспокоятся о ней.
3390120	Надеюсь, у нее не было
3391160	внутренних повреждений
3392260	во время аварии.
3393620	Еще одна вещь о магике.
3394940	Первое, что сделали мои посетители
3397620	после того, как они вошли
3398960	и сняли свои костюмы,
3400640	это принялись искать туалет.
3402900	И можно ли их в этом винить?
3404880	Ведь их последняя остановка на пипи
3406600	была в другой солнечной системе.
3409860	Но после этого магика подошла ко мне
3411700	и...
3412780	принялась отстукивать копытом
3414340	натуральные числа.
3415900	Потом простые числа,
3417520	затем квадраты, затем кубы,
3419100	затем последовательность Фибоначчи.
3422280	Очевидно, это может означать только одно.
3424940	Передо мной фанатка научной фантастики,
3427740	которая перечитала все классические истории
3429900	о Первом Контакте.
3431960	Похоже, все хорошие вещи
3433440	действительно универсальны.
3436560	Теперь, что касается третьего пришельца.
3439100	Помните, я говорил,
3440080	что розовая похожа на Льюис?
3442200	Третий инопланетянин
3443460	ведет себя как Льюис.
3445560	Она единственная,
3446500	кого я ни разу не видел улыбающейся.
3448400	Она всегда выглядит такой серьезной,
3451060	такой бдительной.
3451960	Я не знаю, как четвероногие
3453760	встают по стойке смирно,
3455680	но я думаю, что она делает это все время.
3458460	Единственное, что портит впечатление,
3460740	это ее веки.
3462300	Они у нее все время полуприкрыты,
3464100	и это делало бы ее взгляд сонным,
3466320	если бы не все время,
3468000	просвечивающий на морде
3469380	инопланетный эквивалент
3470660	сержанта-строевика.
3472480	Вместо рога у этой имеются крылья.
3475300	Да, верно, именно крылья.
3477580	Шесть конечностей.
3479180	Не знаю, для чего они ей.
3480380	Прошлым вечером она попыталась
3482900	полетать по дому,
3484000	но едва смогла оторваться от земли,
3486060	хлопая крыльями, словно курица.
3488460	Они явно слишком малы,
3489780	чтобы поддерживать ее в воздухе.
3491940	У нее бледно-оранжевый мех
3493320	и блестящие оранжевые волосы
3495060	вдоль корней,
3496200	но к концу они становятся
3497640	темно-оранжевыми.
3499640	Ее логотип — клубок огня,
3501580	поэтому я называю ее
3503160	Fireball.
3504940	Теперь о четвертой.
3506760	Вероятно, все видели
3507880	хотя бы один фильм про чужого, верно?
3510620	Вот, представьте,
3511560	что ксеноморфа оттуда скрестили
3513280	с вишней и магикой,
3514800	а может и Fireball добавили.
3516900	Это даст вам некоторое представление
3518620	о четвертом пришельце.
3520660	У нее огромные,
3521600	светящиеся бледно-голубые глаза,
3524080	словно у жука,
3525260	правда, несложно фасетчатые,
3527100	но и никаких признаков радужек
3528580	или зрачков,
3529300	как у других инопланетян,
3530800	на них нет.
3531920	Она черная от рога до копыт,
3534480	за исключением глаз
3535600	и пары жучных крыльев,
3537440	которые работают еще хуже,
3538940	чем у Fireball.
3539720	Жук пыталась подняться в воздух,
3541560	пока ее крылья не зазвучали,
3543420	словно подвесной движок на лодке,
3545339	но так и оторвалась от пола.
3547620	И как бы странно это ни звучало,
3549880	в ее конечностях есть отверстия.
3552560	Откровенные дыры,
3553980	прям как будто ее бабушкой,
3555740	была головка швейцарского сыра.
3558480	Муха,
3559380	как я сейчас ее называю,
3561220	сунула свой нос буквально
3562560	в каждую дыру в доме.
3564520	Именно она нашла туалет,
3565799	и я показала остальным,
3567600	как им пользоваться.
3569520	Сама она, правда,
3570480	не стала им пользоваться,
3572380	и что еще более странно.
3575040	Вчера вечером она отказалась
3576720	от пакета с едой,
3578140	а сегодня это повторилось снова,
3580220	хотя моей чашкой кофе
3581420	не побрезговало.
3583060	Несколько раз мне пришлось
3584200	мягко отстранять ее
3585299	от более хрупких вещей,
3586960	в том числе пару раз,
3588340	пока я это печатал.
3589380	И, наконец, последний,
3591980	чье единственное сходство
3593260	с остальными —
3594060	то, что он говорит
3594860	на одном с ними языке.
3596980	Во-первых,
3597940	он — это именно он.
3599700	Ну, или я так полагаю.
3601760	Поскольку его голос
3602880	на две октавы ниже,
3604260	чем у других.
3605660	Кроме того,
3606740	он не четвероногий копытный,
3608620	а двуногая рептилия,
3609900	стоящая на двух длинных
3611160	задних конечностях,
3612640	которые почти могли бы
3613680	сойти за человеческие,
3615420	если бы не пара
3616340	незначительных отличий,
3617560	таких как когтистые пальцы,
3620320	чешуя,
3621240	опора только на пальцы,
3622980	ну, вы поняли.
3624279	Всякие мелочи в этом роде.
3626580	Если другие время от времени
3627960	встают на задние ноги,
3629520	чтобы что-то достать
3630520	или даже сделать
3631500	несколько неуклюжих шагов,
3633279	стоя в вертикальном положении,
3635160	то он единственный,
3636240	кто ходит так постоянно.
3638160	Также у него имеется
3639180	остроконечный хвост
3640420	длиной примерно
3641440	в половину ноги.
3642380	Его скафандр единственный,
3644620	у которого есть специальный отсек,
3646800	сделанный только ради хвоста.
3648880	Он немного выше меня,
3650400	что делает его примерно
3651460	на полторы головы выше
3652740	Йоханссон
3653400	или любого другого пришельца,
3655420	вставшего на задние ноги.
3657240	Это он компенсирует,
3658340	будучи тощим,
3659180	как жерть,
3660000	словно змея с руками и ногами,
3661660	но с драконией мордой.
3663500	Он по большей части белый,
3665200	с красной окантовкой
3666180	по бокам тела
3667100	и в виде буквы В
3668940	на шее и груди.
3671060	У него есть
3671580	темно-желтые гребни на голове
3673180	и вдоль позвоночника,
3674779	прямо как у Годзиллы,
3676200	только округлые и тупые.
3678240	Верхний гребень более мясистый
3679920	и немного наклонен
3680940	вперед к колбу,
3682180	что делает его похожим
3683259	на зачесанные волосы.
3685500	Из-за этого я пока еще не решил,
3687580	называть ли его Пафом
3688819	или Кирком.
3691480	Давай.
3692600	Все остальные инопланетяне копытные,
3694620	и я решил считать их травоядными,
3697299	пока они не дадут мне повода
3698660	к иному отношению.
3700140	Именно поэтому я дал им
3701279	вегетарианские наборы,
3702900	приблизительно четверть
3703940	всех моих пакетов с едой,
3706020	содержат растительный белок
3707380	вместо мяса.
3708799	Он лучше хранится
3709660	и дешевле стоит,
3711020	одним словом,
3712080	двойная выгода для НАСА.
3714060	Но Паф всеяден.
3715980	И под всеядностью
3717040	я имею в виду то,
3718860	что он даже не стал разворачивать
3720380	и разогревать свой пакет.
3722360	Он просто запустил в него зубы
3724020	и слопал его целиком
3725220	вместе с упаковкой.
3726260	Хотя, если честно,
3727960	он, скорее всего,
3728760	просто красуется.
3730780	Парень прямо-таки
3731560	источает брутальность.
3733520	Ладно,
3734420	я убил уже больше получаса
3736000	на написание этого,
3737520	так что мне пора бы прерваться.
3739880	Если мы все в шестером
3741040	собираемся жить вместе,
3742940	то мне нужно убедиться,
3744100	что все в полном порядке.
3746320	Это означает,
3747200	что нужно очистить
3748040	солнечные панели,
3749500	проверить,
3749980	что они вообще пережили бурю,
3751400	а затем провести диагностику
3753200	на всем критически важном
3754820	оборудовании,
3755700	оксигенаторе,
3756920	регуляторе атмосферы
3758020	и регенераторе воды.
3759960	И мне также нужно подготовить
3761280	хотя бы одного из роверов.
3763220	Если системы дома
3764180	окажутся в порядке,
3766040	завтра я попрошу своих гостей
3767720	отвезти меня к их кораблю.
3769900	Если из него можно извлечь
3771520	хоть что-то,
3772560	особенно еду,
3773700	то лучше это сделать
3774640	как можно скорее.
3776260	Я только надеюсь,
3777120	что он находится
3777900	в пределах
3778560	10-километрового радиуса,
3780819	указанного
3781339	в регламентах миссии.
3783220	Если вдали от дома
3784339	у ровера
3784900	сядут батареи,
3786540	нам придется
3787160	очень долго ждать
3788240	приезда дорожных механиков
3789859	с подзарядкой.
3792100	Примечание автора
3793400	в алийский язык пони
3794720	— это отсылка
3795640	к путешествиям Гулливера.
3797460	И да,
3798339	это превращает
3799240	Уотни в еху.
3800799	Некоторые из вас
3801540	могут подумать,
3802700	что я изображаю
3803560	командора Льюис
3804580	немного мрачно
3805420	в этой и последующих главах.
3807120	В оригинальной книге
3808740	мы не видим ее
3809580	или остальную команду
3810920	целых 4 месяца
3812100	после отмены миссии,
3813680	за исключением главы,
3814859	которая возвращается
3815940	к точке зрения
3816980	экипажа на сам отлет.
3818799	И поэтому мы не видим,
3820339	как экипаж
3820940	пережил гибель Уотни.
3823120	Но мы знаем,
3823859	что 4 месяца спустя
3825200	первой реакцией
3826900	Льюис на известие о том,
3828839	что Уотни выжил,
3830319	было мучительное чувство вины.
3832660	Поэтому я могу
3833380	только представить,
3834500	что на следующий день
3835440	после отлета
3836180	оно было по меньшей мере
3837819	таким же сильным,
3839140	как и через 4 месяца.
3841160	И просто,
3842180	чтобы прервать спекуляцию,
3844220	нет,
3845259	Гермес не остается,
3846720	чтобы спасти Уотни.
3848919	МВМ
3849520	миссии
3850860	АРС-4
3852560	только начал делать топливо,
3855600	необходимое для запуска.
3857900	МВМ
3858760	АРС-3
3859760	не может приземлиться
3861220	обратно на Марс.
3862700	Нет топлива,
3863640	теплозащитного экрана,
3864900	парашютов
3865500	и такде и топата.
3867180	А у Гермеса
3868020	нет припасов,
3868920	чтобы ждать.
3870080	Но у меня есть
3870820	несколько причин,
3872160	чтобы задержать их
3873060	тут еще ненадолго.
3874140	По правилам Нессе,
3877640	к экипажу космического корабля
3879319	имеет право обращаться
3880740	только и исключительно
3881940	оператор связи,
3883319	чтобы в экстренных ситуациях
3885060	астронавты четко знали,
3886420	кого слушать,
3887240	и не путались
3887819	в противоречивых приказах.
3890100	Все остальные,
3890879	включая начальство
3891779	любого ранга,
3893060	обязаны передавать
3893940	свои слова через оператора.
3895920	Поэтому прямое обращение
3897279	Митчелла для Льюис
3898540	действительно нечто
3900000	из ряда вон.
3901780	Второй.
3902880	Отсыл на прическу Кирка
3904340	из Стартрека.
